Data;Mandante;Visitante;Rodad;Publico
25/05/2013;Corinthians;Botafogo-RJ;1ª Rodada;29295
25/05/2013;Vitória;Internacional;1ª Rodada;8955
25/05/2013;Vasco;Portuguesa;1ª Rodada;8229
26/05/2013;Santos;Flamengo;1ª Rodada;63501
26/05/2013;Coritiba;Atlético-MG;1ª Rodada;14189
26/05/2013;Criciúma;Bahia;1ª Rodada;10355
26/05/2013;Cruzeiro;Goiás;1ª Rodada;12018
26/05/2013;Fluminense;Athlético-PR;1ª Rodada;2386
26/05/2013;Grêmio;Náutico;1ª Rodada;9560
26/05/2013;Ponte Preta;São Paulo;1ª Rodada;6267
29/05/2013;Goiás;Corinthians;2ª Rodada;31074
29/05/2013;Bahia;Coritiba;2ª Rodada;4874
29/05/2013;Athlético-PR;Cruzeiro;2ª Rodada;3366
29/05/2013;Botafogo-RJ;Santos;2ª Rodada;1186
29/05/2013;Flamengo;Ponte Preta;2ª Rodada;8932
29/05/2013;São Paulo;Vasco;2ª Rodada;8079
29/05/2013;Náutico;Vitória;2ª Rodada;10493
30/05/2013;Internacional;Criciúma;2ª Rodada;6883
01/06/2013;Goiás;Coritiba;3ª Rodada;5817
01/06/2013;Athlético-PR;Flamengo;3ª Rodada;8986
01/06/2013;Santos;Grêmio;3ª Rodada;6329
01/06/2013;Botafogo-RJ;Cruzeiro;3ª Rodada;2685
01/06/2013;Corinthians;Ponte Preta;3ª Rodada;24449
01/06/2013;Vitória;Vasco;3ª Rodada;11535
02/06/2013;Náutico;Portuguesa;3ª Rodada;12942
02/06/2013;Atlético-MG;São Paulo;3ª Rodada;10830
02/06/2013;Internacional;Bahia;3ª Rodada;4600
02/06/2013;Fluminense;Criciúma;3ª Rodada;1515
05/06/2013;Portuguesa;Internacional;4ª Rodada;2235
05/06/2013;Ponte Preta;Athlético-PR;4ª Rodada;3422
05/06/2013;Bahia;Botafogo-RJ;4ª Rodada;13759
05/06/2013;Criciúma;Santos;4ª Rodada;11392
05/06/2013;Cruzeiro;Corinthians;4ª Rodada;15082
05/06/2013;São Paulo;Goiás;4ª Rodada;8892
05/06/2013;Grêmio;Vitória;4ª Rodada;15655
05/06/2013;Flamengo;Náutico;4ª Rodada;5033
05/06/2013;Vasco;Atlético-MG;4ª Rodada;1601
06/06/2013;Coritiba;Fluminense;4ª Rodada;15554
08/06/2013;Vasco;Bahia;5ª Rodada;2623
08/06/2013;Cruzeiro;Internacional;5ª Rodada;15513
08/06/2013;Corinthians;Portuguesa;5ª Rodada;30785
08/06/2013;Ponte Preta;Botafogo-RJ;5ª Rodada;3473
08/06/2013;Criciúma;Flamengo;5ª Rodada;17785
09/06/2013;Atlético-MG;Grêmio;2ª Rodada;5753
09/06/2013;Coritiba;Náutico;5ª Rodada;16815
09/06/2013;Fluminense;Goiás;5ª Rodada;1700
09/06/2013;Vitória;Athlético-PR;5ª Rodada;2954
12/06/2013;Grêmio;São Paulo;5ª Rodada;15926
12/06/2013;Portuguesa;Fluminense;2ª Rodada;1182
12/06/2013;Santos;Atlético-MG;5ª Rodada;4178
06/07/2013;Flamengo;Coritiba;6ª Rodada;52825
06/07/2013;Portuguesa;Cruzeiro;6ª Rodada;2769
06/07/2013;Athlético-PR;Grêmio;6ª Rodada;7531
06/07/2013;Náutico;Ponte Preta;6ª Rodada;19601
07/07/2013;Atlético-MG;Criciúma;6ª Rodada;4815
07/07/2013;Botafogo-RJ;Fluminense;6ª Rodada;7882
07/07/2013;Bahia;Corinthians;6ª Rodada;23684
07/07/2013;Goiás;Vitória;6ª Rodada;4420
07/07/2013;Internacional;Vasco;6ª Rodada;2868
07/07/2013;São Paulo;Santos;6ª Rodada;11819
10/07/2013;São Paulo;Bahia;11ª Rodada;4579
13/07/2013;Ponte Preta;Bahia;7ª Rodada;3325
13/07/2013;Fluminense;Internacional;7ª Rodada;4114
13/07/2013;Santos;Portuguesa;7ª Rodada;5860
14/07/2013;Criciúma;Goiás;7ª Rodada;9272
14/07/2013;Corinthians;Atlético-MG;7ª Rodada;32787
14/07/2013;Coritiba;Athlético-PR;7ª Rodada;19902
14/07/2013;Cruzeiro;Náutico;7ª Rodada;15528
14/07/2013;Vasco;Flamengo;7ª Rodada;61767
14/07/2013;Grêmio;Botafogo-RJ;7ª Rodada;28014
14/07/2013;Vitória;São Paulo;7ª Rodada;11227
20/07/2013;Botafogo-RJ;Náutico;8ª Rodada;5017
20/07/2013;Criciúma;Grêmio;8ª Rodada;12560
20/07/2013;São Paulo;Cruzeiro;8ª Rodada;11675
21/07/2013;Vitória;Bahia;8ª Rodada;36996
21/07/2013;Athlético-PR;Corinthians;8ª Rodada;6799
21/07/2013;Santos;Coritiba;8ª Rodada;9577
21/07/2013;Goiás;Portuguesa;8ª Rodada;4853
21/07/2013;Internacional;Flamengo;8ª Rodada;8038
21/07/2013;Fluminense;Vasco;8ª Rodada;34634
24/07/2013;São Paulo;Internacional;12ª Rodada;11675
27/07/2013;Portuguesa;Athlético-PR;9ª Rodada;1458
27/07/2013;Ponte Preta;Santos;9ª Rodada;4407
27/07/2013;Vasco;Criciúma;9ª Rodada;14820
28/07/2013;Flamengo;Botafogo-RJ;9ª Rodada;38853
28/07/2013;Corinthians;São Paulo;9ª Rodada;33336
28/07/2013;Coritiba;Vitória;9ª Rodada;16420
28/07/2013;Bahia;Goiás;9ª Rodada;13491
28/07/2013;Cruzeiro;Atlético-MG;9ª Rodada;35689
28/07/2013;Grêmio;Fluminense;9ª Rodada;28793
28/07/2013;Náutico;Internacional;9ª Rodada;18020
31/07/2013;Portuguesa;Criciúma;10ª Rodada;1244
31/07/2013;Atlético-MG;Athlético-PR;10ª Rodada;14913
31/07/2013;Bahia;Flamengo;10ª Rodada;26033
31/07/2013;Corinthians;Grêmio;10ª Rodada;23849
31/07/2013;Coritiba;Ponte Preta;10ª Rodada;13775
31/07/2013;Fluminense;Cruzeiro;10ª Rodada;13882
01/08/2013;Goiás;Vasco;10ª Rodada;18136
01/08/2013;Botafogo-RJ;Vitória;10ª Rodada;14825
03/08/2013;Cruzeiro;Coritiba;11ª Rodada;25108
04/08/2013;Ponte Preta;Fluminense;11ª Rodada;5942
04/08/2013;Grêmio;Internacional;11ª Rodada;37434
04/08/2013;Athlético-PR;Goiás;11ª Rodada;8883
04/08/2013;Vasco;Botafogo-RJ;11ª Rodada;24979
04/08/2013;Criciúma;Corinthians;11ª Rodada;16796
04/08/2013;Flamengo;Atlético-MG;11ª Rodada;31548
04/08/2013;Vitória;Portuguesa;11ª Rodada;7697
07/08/2013;Atlético-MG;Botafogo-RJ;12ª Rodada;11332
07/08/2013;Santos;Corinthians;12ª Rodada;8120
07/08/2013;Vitória;Fluminense;12ª Rodada;8283
07/08/2013;Flamengo;Portuguesa;12ª Rodada;12511
07/08/2013;Athlético-PR;Bahia;12ª Rodada;8656
07/08/2013;Criciúma;Cruzeiro;12ª Rodada;10870
07/08/2013;Goiás;Náutico;12ª Rodada;5761
08/08/2013;Vasco;Ponte Preta;12ª Rodada;6865
08/08/2013;Grêmio;Coritiba;12ª Rodada;14876
10/08/2013;Náutico;Atlético-MG;13ª Rodada;18513
10/08/2013;Botafogo-RJ;Goiás;13ª Rodada;23322
11/08/2013;Internacional;Athlético-PR;13ª Rodada;8684
11/08/2013;Cruzeiro;Santos;13ª Rodada;27553
11/08/2013;Corinthians;Vitória;13ª Rodada;25603
11/08/2013;Fluminense;Flamengo;13ª Rodada;29538
11/08/2013;Bahia;Grêmio;13ª Rodada;18498
11/08/2013;Ponte Preta;Criciúma;13ª Rodada;6008
11/08/2013;Portuguesa;São Paulo;13ª Rodada;8593
11/08/2013;Coritiba;Vasco;13ª Rodada;19140
14/08/2013;Fluminense;Corinthians;14ª Rodada;10558
14/08/2013;Goiás;Flamengo;14ª Rodada;32049
14/08/2013;Coritiba;Portuguesa;14ª Rodada;10272
14/08/2013;Santos;Vasco;14ª Rodada;3898
14/08/2013;Atlético-MG;Bahia;14ª Rodada;12027
14/08/2013;Criciúma;Náutico;14ª Rodada;7625
14/08/2013;Grêmio;Cruzeiro;14ª Rodada;16529
14/08/2013;Vitória;Ponte Preta;14ª Rodada;5156
15/08/2013;São Paulo;Athlético-PR;14ª Rodada;25827
15/08/2013;Botafogo-RJ;Internacional;14ª Rodada;11033
17/08/2013;Cruzeiro;Vitória;15ª Rodada;14369
17/08/2013;Náutico;Fluminense;15ª Rodada;15193
17/08/2013;Vasco;Grêmio;15ª Rodada;12370
18/08/2013;Internacional;Atlético-MG;15ª Rodada;9478
18/08/2013;Bahia;Santos;15ª Rodada;10247
18/08/2013;Flamengo;São Paulo;15ª Rodada;44164
18/08/2013;Athlético-PR;Criciúma;15ª Rodada;8505
18/08/2013;Portuguesa;Botafogo-RJ;15ª Rodada;4276
18/08/2013;Corinthians;Coritiba;15ª Rodada;31519
18/08/2013;Ponte Preta;Goiás;15ª Rodada;4416
24/08/2013;Criciúma;Coritiba;16ª Rodada;6004
24/08/2013;Ponte Preta;Cruzeiro;16ª Rodada;5974
24/08/2013;Flamengo;Grêmio;16ª Rodada;20580
24/08/2013;Santos;Vitória;16ª Rodada;8350
25/08/2013;Vasco;Corinthians;16ª Rodada;21627
25/08/2013;Internacional;Goiás;16ª Rodada;1815
25/08/2013;Atlético-MG;Portuguesa;16ª Rodada;8555
25/08/2013;Athlético-PR;Botafogo-RJ;16ª Rodada;12124
25/08/2013;Bahia;Náutico;16ª Rodada;10614
25/08/2013;São Paulo;Fluminense;16ª Rodada;55256
31/08/2013;Goiás;Atlético-MG;17ª Rodada;9762
31/08/2013;Náutico;Athlético-PR;17ª Rodada;10309
31/08/2013;Grêmio;Ponte Preta;17ª Rodada;23745
31/08/2013;Portuguesa;Bahia;17ª Rodada;2466
31/08/2013;Fluminense;Santos;17ª Rodada;8136
01/09/2013;Coritiba;Internacional;17ª Rodada;18546
01/09/2013;Botafogo-RJ;São Paulo;17ª Rodada;23585
01/09/2013;Corinthians;Flamengo;17ª Rodada;36543
01/09/2013;Vitória;Criciúma;17ª Rodada;10629
01/09/2013;Cruzeiro;Vasco;17ª Rodada;17098
03/09/2013;Goiás;Grêmio;18ª Rodada;7898
03/09/2013;Náutico;São Paulo;10ª Rodada;18136
04/09/2013;Atlético-MG;Fluminense;18ª Rodada;6529
04/09/2013;Athlético-PR;Santos;18ª Rodada;12595
04/09/2013;Bahia;Cruzeiro;18ª Rodada;9120
04/09/2013;Flamengo;Vitória;18ª Rodada;10312
04/09/2013;Internacional;Corinthians;18ª Rodada;7792
04/09/2013;Portuguesa;Ponte Preta;18ª Rodada;1419
05/09/2013;Botafogo-RJ;Coritiba;18ª Rodada;6676
05/09/2013;São Paulo;Criciúma;18ª Rodada;33738
05/09/2013;Náutico;Vasco;18ª Rodada;7762
07/09/2013;Vitória;Atlético-MG;19ª Rodada;9211
07/09/2013;Fluminense;Bahia;19ª Rodada;20374
07/09/2013;Grêmio;Portuguesa;19ª Rodada;19565
07/09/2013;Ponte Preta;Internacional;19ª Rodada;4131
07/09/2013;Santos;Goiás;19ª Rodada;8968
08/09/2013;Vasco;Athlético-PR;19ª Rodada;8687
08/09/2013;Corinthians;Náutico;19ª Rodada;22712
08/09/2013;Criciúma;Botafogo-RJ;19ª Rodada;12185
08/09/2013;Coritiba;São Paulo;19ª Rodada;16367
08/09/2013;Cruzeiro;Flamengo;19ª Rodada;35797
10/09/2013;Internacional;Santos;10ª Rodada;7793
11/09/2013;Bahia;Criciúma;20ª Rodada;6848
11/09/2013;Athlético-PR;Fluminense;20ª Rodada;11728
11/09/2013;Botafogo-RJ;Corinthians;20ª Rodada;19843
11/09/2013;Goiás;Cruzeiro;20ª Rodada;10786
11/09/2013;Náutico;Grêmio;20ª Rodada;5826
11/09/2013;Portuguesa;Vasco;20ª Rodada;4207
12/09/2013;Internacional;Vitória;20ª Rodada;4456
12/09/2013;Atlético-MG;Coritiba;20ª Rodada;9567
12/09/2013;Flamengo;Santos;20ª Rodada;16203
12/09/2013;São Paulo;Ponte Preta;20ª Rodada;27548
14/09/2013;Cruzeiro;Athlético-PR;21ª Rodada;30339
14/09/2013;Fluminense;Portuguesa;21ª Rodada;15473
15/09/2013;Coritiba;Bahia;21ª Rodada;11693
15/09/2013;Ponte Preta;Flamengo;21ª Rodada;10346
15/09/2013;Grêmio;Atlético-MG;21ª Rodada;33304
15/09/2013;Santos;Botafogo-RJ;21ª Rodada;11301
15/09/2013;Corinthians;Goiás;21ª Rodada;21354
15/09/2013;Criciúma;Internacional;21ª Rodada;13802
15/09/2013;Vasco;São Paulo;21ª Rodada;7815
15/09/2013;Vitória;Náutico;21ª Rodada;10054
18/09/2013;Coritiba;Goiás;22ª Rodada;7982
18/09/2013;Grêmio;Santos;22ª Rodada;12477
18/09/2013;Cruzeiro;Botafogo-RJ;22ª Rodada;44504
18/09/2013;Criciúma;Fluminense;22ª Rodada;10234
18/09/2013;Ponte Preta;Corinthians;22ª Rodada;6777
18/09/2013;São Paulo;Atlético-MG;22ª Rodada;28503
18/09/2013;Vasco;Vitória;22ª Rodada;3508
19/09/2013;Flamengo;Athlético-PR;22ª Rodada;16014
19/09/2013;Bahia;Internacional;22ª Rodada;8979
19/09/2013;Portuguesa;Náutico;22ª Rodada;1808
21/09/2013;Fluminense;Coritiba;23ª Rodada;28550
21/09/2013;Vitória;Grêmio;23ª Rodada;13378
22/09/2013;Corinthians;Cruzeiro;23ª Rodada;27053
22/09/2013;Náutico;Flamengo;23ª Rodada;14003
22/09/2013;Atlético-MG;Vasco;23ª Rodada;12834
22/09/2013;Athlético-PR;Ponte Preta;23ª Rodada;6721
22/09/2013;Botafogo-RJ;Bahia;23ª Rodada;20826
22/09/2013;Goiás;São Paulo;23ª Rodada;24789
22/09/2013;Internacional;Portuguesa;23ª Rodada;3012
22/09/2013;Santos;Criciúma;23ª Rodada;5147
25/09/2013;Criciúma;Atlético-MG;25ª Rodada;9342
25/09/2013;Santos;Náutico;11ª Rodada;5108
28/09/2013;Goiás;Fluminense;24ª Rodada;8610
28/09/2013;Náutico;Coritiba;24ª Rodada;6065
28/09/2013;Botafogo-RJ;Ponte Preta;24ª Rodada;6272
29/09/2013;Bahia;Vasco;24ª Rodada;31946
29/09/2013;Atlético-MG;Santos;24ª Rodada;8465
29/09/2013;Internacional;Cruzeiro;24ª Rodada;5434
29/09/2013;Flamengo;Criciúma;24ª Rodada;31895
29/09/2013;São Paulo;Grêmio;24ª Rodada;41140
29/09/2013;Portuguesa;Corinthians;24ª Rodada;12316
29/09/2013;Athlético-PR;Vitória;24ª Rodada;10030
01/10/2013;Ponte Preta;Náutico;25ª Rodada;12625
02/10/2013;Fluminense;Botafogo-RJ;25ª Rodada;15067
02/10/2013;Corinthians;Bahia;25ª Rodada;9917
02/10/2013;Cruzeiro;Portuguesa;25ª Rodada;32016
02/10/2013;Coritiba;Flamengo;25ª Rodada;12287
02/10/2013;Grêmio;Athlético-PR;25ª Rodada;19800
02/10/2013;Santos;São Paulo;25ª Rodada;7788
02/10/2013;Vitória;Goiás;25ª Rodada;20498
03/10/2013;Atlético-MG;Ponte Preta;8ª Rodada;7741
03/10/2013;Vasco;Internacional;25ª Rodada;8336
05/10/2013;Botafogo-RJ;Grêmio;26ª Rodada;10959
05/10/2013;São Paulo;Vitória;26ª Rodada;22285
06/10/2013;Atlético-MG;Corinthians;26ª Rodada;16204
06/10/2013;Goiás;Criciúma;26ª Rodada;5704
06/10/2013;Bahia;Ponte Preta;26ª Rodada;9448
06/10/2013;Flamengo;Vasco;26ª Rodada;34597
06/10/2013;Athlético-PR;Coritiba;26ª Rodada;13551
06/10/2013;Náutico;Cruzeiro;26ª Rodada;19591
06/10/2013;Internacional;Fluminense;26ª Rodada;7637
06/10/2013;Portuguesa;Santos;26ª Rodada;7979
09/10/2013;Corinthians;Athlético-PR;27ª Rodada;15581
09/10/2013;Bahia;Vitória;27ª Rodada;28255
09/10/2013;Náutico;Botafogo-RJ;27ª Rodada;5658
09/10/2013;Coritiba;Santos;27ª Rodada;11721
09/10/2013;Grêmio;Criciúma;27ª Rodada;16423
09/10/2013;Ponte Preta;Atlético-MG;27ª Rodada;6127
09/10/2013;Cruzeiro;São Paulo;27ª Rodada;40743
09/10/2013;Vasco;Fluminense;27ª Rodada;8245
10/10/2013;Flamengo;Internacional;27ª Rodada;19829
10/10/2013;Portuguesa;Goiás;27ª Rodada;3353
12/10/2013;Fluminense;Grêmio;28ª Rodada;13251
12/10/2013;Santos;Ponte Preta;28ª Rodada;7230
12/10/2013;Vitória;Coritiba;28ª Rodada;9415
13/10/2013;São Paulo;Corinthians;28ª Rodada;50282
13/10/2013;Atlético-MG;Cruzeiro;28ª Rodada;15368
13/10/2013;Athlético-PR;Portuguesa;28ª Rodada;9647
13/10/2013;Botafogo-RJ;Flamengo;28ª Rodada;23718
13/10/2013;Criciúma;Vasco;28ª Rodada;13158
13/10/2013;Goiás;Bahia;28ª Rodada;8561
13/10/2013;Internacional;Náutico;28ª Rodada;3672
16/10/2013;Santos;Internacional;29ª Rodada;3486
16/10/2013;Athlético-PR;Atlético-MG;29ª Rodada;6811
16/10/2013;Cruzeiro;Fluminense;29ª Rodada;31564
16/10/2013;Flamengo;Bahia;29ª Rodada;8474
16/10/2013;Grêmio;Corinthians;29ª Rodada;15352
16/10/2013;Ponte Preta;Coritiba;29ª Rodada;3104
16/10/2013;Criciúma;Portuguesa;29ª Rodada;11377
16/10/2013;São Paulo;Náutico;29ª Rodada;14942
17/10/2013;Vasco;Goiás;29ª Rodada;6460
17/10/2013;Vitória;Botafogo-RJ;29ª Rodada;17086
19/10/2013;Fluminense;Ponte Preta;30ª Rodada;14899
19/10/2013;Corinthians;Criciúma;30ª Rodada;14788
19/10/2013;Náutico;Santos;30ª Rodada;4494
20/10/2013;Internacional;Grêmio;30ª Rodada;15273
20/10/2013;Botafogo-RJ;Vasco;30ª Rodada;9795
20/10/2013;Portuguesa;Vitória;30ª Rodada;3687
20/10/2013;Atlético-MG;Flamengo;30ª Rodada;14203
20/10/2013;Coritiba;Cruzeiro;30ª Rodada;14402
20/10/2013;Goiás;Athlético-PR;30ª Rodada;13713
20/10/2013;Bahia;São Paulo;30ª Rodada;24765
26/10/2013;Botafogo-RJ;Atlético-MG;31ª Rodada;6742
26/10/2013;Cruzeiro;Criciúma;31ª Rodada;38378
27/10/2013;Bahia;Athlético-PR;31ª Rodada;6415
27/10/2013;Portuguesa;Flamengo;31ª Rodada;21967
27/10/2013;Corinthians;Santos;31ª Rodada;17949
27/10/2013;Coritiba;Grêmio;31ª Rodada;19203
27/10/2013;Náutico;Goiás;31ª Rodada;2693
27/10/2013;Ponte Preta;Vasco;31ª Rodada;13349
27/10/2013;Internacional;São Paulo;31ª Rodada;5603
27/10/2013;Fluminense;Vitória;31ª Rodada;23283
02/11/2013;Atlético-MG;Náutico;32ª Rodada;13255
02/11/2013;São Paulo;Portuguesa;32ª Rodada;50802
02/11/2013;Vasco;Coritiba;32ª Rodada;5318
03/11/2013;Grêmio;Bahia;32ª Rodada;16227
03/11/2013;Vitória;Corinthians;32ª Rodada;33852
03/11/2013;Criciúma;Ponte Preta;32ª Rodada;9559
03/11/2013;Athlético-PR;Internacional;32ª Rodada;6533
03/11/2013;Santos;Cruzeiro;32ª Rodada;9460
03/11/2013;Flamengo;Fluminense;32ª Rodada;26072
03/11/2013;Goiás;Botafogo-RJ;32ª Rodada;9295
09/11/2013;Bahia;Atlético-MG;33ª Rodada;32683
09/11/2013;Portuguesa;Coritiba;33ª Rodada;3781
09/11/2013;Flamengo;Goiás;33ª Rodada;10572
10/11/2013;Vasco;Santos;33ª Rodada;50421
10/11/2013;Athlético-PR;São Paulo;33ª Rodada;12754
10/11/2013;Corinthians;Fluminense;33ª Rodada;14438
10/11/2013;Náutico;Criciúma;33ª Rodada;1906
10/11/2013;Cruzeiro;Grêmio;33ª Rodada;56864
10/11/2013;Internacional;Botafogo-RJ;33ª Rodada;10969
10/11/2013;Ponte Preta;Vitória;33ª Rodada;15665
13/11/2013;Botafogo-RJ;Portuguesa;34ª Rodada;7654
13/11/2013;Coritiba;Corinthians;34ª Rodada;17416
13/11/2013;Criciúma;Athlético-PR;34ª Rodada;9008
13/11/2013;Vitória;Cruzeiro;34ª Rodada;25002
13/11/2013;Goiás;Ponte Preta;34ª Rodada;6192
13/11/2013;Grêmio;Vasco;34ª Rodada;10863
13/11/2013;São Paulo;Flamengo;34ª Rodada;15636
14/11/2013;Atlético-MG;Internacional;34ª Rodada;12451
14/11/2013;Fluminense;Náutico;34ª Rodada;26498
14/11/2013;Santos;Bahia;34ª Rodada;13597
16/11/2013;Botafogo-RJ;Athlético-PR;35ª Rodada;10924
16/11/2013;Coritiba;Criciúma;35ª Rodada;5510
17/11/2013;Cruzeiro;Ponte Preta;35ª Rodada;13168
17/11/2013;Corinthians;Vasco;35ª Rodada;19207
17/11/2013;Náutico;Bahia;35ª Rodada;1867
17/11/2013;Fluminense;São Paulo;35ª Rodada;32459
17/11/2013;Goiás;Internacional;35ª Rodada;8263
17/11/2013;Grêmio;Flamengo;35ª Rodada;17097
17/11/2013;Portuguesa;Atlético-MG;35ª Rodada;2867
17/11/2013;Vitória;Santos;35ª Rodada;13738
23/11/2013;Criciúma;Vitória;36ª Rodada;9824
23/11/2013;Atlético-MG;Goiás;36ª Rodada;10128
23/11/2013;Vasco;Cruzeiro;36ª Rodada;32988
24/11/2013;São Paulo;Botafogo-RJ;36ª Rodada;12692
24/11/2013;Internacional;Coritiba;36ª Rodada;11195
24/11/2013;Ponte Preta;Grêmio;36ª Rodada;4111
24/11/2013;Athlético-PR;Náutico;36ª Rodada;2472
24/11/2013;Bahia;Portuguesa;36ª Rodada;31025
24/11/2013;Flamengo;Corinthians;36ª Rodada;23284
24/11/2013;Santos;Fluminense;36ª Rodada;4369
30/11/2013;Fluminense;Atlético-MG;37ª Rodada;38779
30/11/2013;Corinthians;Internacional;37ª Rodada;33201
01/12/2013;Cruzeiro;Bahia;37ª Rodada;47799
01/12/2013;Coritiba;Botafogo-RJ;37ª Rodada;17169
01/12/2013;Criciúma;São Paulo;37ª Rodada;18081
01/12/2013;Grêmio;Goiás;37ª Rodada;23910
01/12/2013;Ponte Preta;Portuguesa;37ª Rodada;2390
01/12/2013;Santos;Athlético-PR;37ª Rodada;11413
01/12/2013;Vasco;Náutico;37ª Rodada;48077
01/12/2013;Vitória;Flamengo;37ª Rodada;25148
07/12/2013;Flamengo;Cruzeiro;38ª Rodada;32624
07/12/2013;Náutico;Corinthians;38ª Rodada;8328
08/12/2013;Portuguesa;Grêmio;38ª Rodada;4539
08/12/2013;Internacional;Ponte Preta;38ª Rodada;12244
08/12/2013;Atlético-MG;Vitória;38ª Rodada;22315
08/12/2013;Athlético-PR;Vasco;38ª Rodada;8978
08/12/2013;Botafogo-RJ;Criciúma;38ª Rodada;28340
08/12/2013;São Paulo;Coritiba;38ª Rodada;9220
08/12/2013;Bahia;Fluminense;38ª Rodada;40249
08/12/2013;Goiás;Santos;38ª Rodada;25238
19/04/2014;Chapecoense;Coritiba;1ª Rodada;6944
19/04/2014;Fluminense;Figueirense;1ª Rodada;30720
19/04/2014;Internacional;Vitória;1ª Rodada;21983
20/04/2014;Atlético-MG;Corinthians;1ª Rodada;8724
20/04/2014;Flamengo;Goiás;1ª Rodada;19012
20/04/2014;Santos;Sport;1ª Rodada;7964
20/04/2014;Athlético-PR;Grêmio;1ª Rodada;2495
20/04/2014;Bahia;Cruzeiro;1ª Rodada;9348
20/04/2014;Criciúma;Palmeiras;1ª Rodada;11483
20/04/2014;São Paulo;Botafogo-RJ;1ª Rodada;31564
26/04/2014;Coritiba;Santos;2ª Rodada;12354
26/04/2014;Palmeiras;Fluminense;2ª Rodada;11189
27/04/2014;Vitória;Athlético-PR;2ª Rodada;4953
27/04/2014;Botafogo-RJ;Internacional;2ª Rodada;7954
27/04/2014;Cruzeiro;São Paulo;2ª Rodada;17530
27/04/2014;Figueirense;Bahia;2ª Rodada;777
27/04/2014;Corinthians;Flamengo;2ª Rodada;36402
27/04/2014;Goiás;Criciúma;2ª Rodada;2090
27/04/2014;Grêmio;Atlético-MG;2ª Rodada;9245
27/04/2014;Sport;Chapecoense;2ª Rodada;12686
03/05/2014;São Paulo;Coritiba;3ª Rodada;31888
03/05/2014;Santos;Grêmio;3ª Rodada;7934
03/05/2014;Athlético-PR;Cruzeiro;3ª Rodada;11877
03/05/2014;Fluminense;Vitória;3ª Rodada;44975
04/05/2014;Bahia;Botafogo-RJ;3ª Rodada;16040
04/05/2014;Chapecoense;Corinthians;3ª Rodada;15009
04/05/2014;Criciúma;Figueirense;3ª Rodada;10216
04/05/2014;Flamengo;Palmeiras;3ª Rodada;16318
04/05/2014;Atlético-MG;Goiás;3ª Rodada;6029
04/05/2014;Internacional;Sport;3ª Rodada;17974
10/05/2014;Botafogo-RJ;Criciúma;4ª Rodada;4225
10/05/2014;Internacional;Athlético-PR;4ª Rodada;28426
10/05/2014;Palmeiras;Goiás;4ª Rodada;6454
11/05/2014;São Paulo;Corinthians;4ª Rodada;14000
11/05/2014;Bahia;Vitória;4ª Rodada;21352
11/05/2014;Atlético-MG;Cruzeiro;4ª Rodada;9048
11/05/2014;Fluminense;Flamengo;4ª Rodada;26178
11/05/2014;Chapecoense;Grêmio;4ª Rodada;19165
11/05/2014;Figueirense;Santos;4ª Rodada;7806
11/05/2014;Coritiba;Sport;4ª Rodada;10832
14/05/2014;Goiás;Botafogo-RJ;5ª Rodada;9737
17/05/2014;Cruzeiro;Coritiba;5ª Rodada;11603
18/05/2014;Athlético-PR;Chapecoense;5ª Rodada;766
18/05/2014;Criciúma;Internacional;5ª Rodada;13047
18/05/2014;Santos;Atlético-MG;5ª Rodada;15600
18/05/2014;Corinthians;Figueirense;5ª Rodada;36123
18/05/2014;Grêmio;Fluminense;5ª Rodada;19328
18/05/2014;Vitória;Palmeiras;5ª Rodada;8444
18/05/2014;Flamengo;São Paulo;5ª Rodada;19871
21/05/2014;Corinthians;Athlético-PR;6ª Rodada;13137
21/05/2014;Flamengo;Bahia;6ª Rodada;9614
21/05/2014;Coritiba;Internacional;6ª Rodada;11599
21/05/2014;Criciúma;Chapecoense;6ª Rodada;7336
21/05/2014;Cruzeiro;Sport;6ª Rodada;13679
21/05/2014;Fluminense;São Paulo;6ª Rodada;15125
21/05/2014;Grêmio;Botafogo-RJ;6ª Rodada;7010
22/05/2014;Goiás;Santos;6ª Rodada;6190
22/05/2014;Vitória;Atlético-MG;6ª Rodada;2439
22/05/2014;Palmeiras;Figueirense;6ª Rodada;10870
24/05/2014;Bahia;Fluminense;7ª Rodada;1345
24/05/2014;São Paulo;Grêmio;7ª Rodada;14992
25/05/2014;Atlético-MG;Criciúma;7ª Rodada;15668
25/05/2014;Santos;Flamengo;7ª Rodada;7182
25/05/2014;Botafogo-RJ;Vitória;7ª Rodada;2389
25/05/2014;Athlético-PR;Coritiba;7ª Rodada;1063
25/05/2014;Chapecoense;Palmeiras;7ª Rodada;6275
25/05/2014;Sport;Corinthians;7ª Rodada;20718
25/05/2014;Internacional;Cruzeiro;7ª Rodada;7541
25/05/2014;Figueirense;Goiás;7ª Rodada;4729
28/05/2014;Sport;Grêmio;8ª Rodada;6893
28/05/2014;Athlético-PR;São Paulo;8ª Rodada;2768
28/05/2014;Goiás;Vitória;8ª Rodada;4267
28/05/2014;Atlético-MG;Fluminense;8ª Rodada;15447
28/05/2014;Palmeiras;Botafogo-RJ;8ª Rodada;5681
28/05/2014;Corinthians;Cruzeiro;8ª Rodada;17784
28/05/2014;Criciúma;Coritiba;8ª Rodada;8415
28/05/2014;Internacional;Chapecoense;8ª Rodada;2824
29/05/2014;Flamengo;Figueirense;8ª Rodada;4577
